	field	enumeration	enumeration_description
4404	in.weather_file_city	Daytona Beach Intl	
4405	in.weather_file_city	Decatur	
4406	in.weather_file_city	Decorah Muni	
4407	in.weather_file_city	Deer Park Arpt	
4408	in.weather_file_city	Defiance Memorial	
4409	in.weather_file_city	Dekalb Peachtree	
4410	in.weather_file_city	Del Rio Intl	
4411	in.weather_file_city	Delaware Co Johnson	
4412	in.weather_file_city	Delta Co	
4413	in.weather_file_city	Deming Muni	
4414	in.weather_file_city	Denison Municipal	
4415	in.weather_file_city	Denton Muni	
4416	in.weather_file_city	Denver Internationa	
4417	in.weather_file_city	Derby Fld	
4418	in.weather_file_city	Des Moines Intl	
4419	in.weather_file_city	Destin Ft Walton	
4420	in.weather_file_city	Detroit City	
4421	in.weather_file_city	Detroit Lakes Wethin	
4422	in.weather_file_city	Devils Lake Muni	
4423	in.weather_file_city	Dickinson Muni	
4424	in.weather_file_city	Dillant Hopkins	
4425	in.weather_file_city	Dillon Airport	
4426	in.weather_file_city	Dinwiddie Co	
4427	in.weather_file_city	Dodge City Awos	
4428	in.weather_file_city	Dodge Co	
4429	in.weather_file_city	Door Co Cherryland	
4430	in.weather_file_city	Dothan Rgnl	
4431	in.weather_file_city	Dover Afb	
4432	in.weather_file_city	Doylestown	
4433	in.weather_file_city	Drake Fld	
4434	in.weather_file_city	Draughon Miller Cen	
4435	in.weather_file_city	Du Bois Jefferson C	
4436	in.weather_file_city	Dublin New Riv Vlly	
4437	in.weather_file_city	Dubuque Municipal	
4438	in.weather_file_city	Dunkirk	
4439	in.weather_file_city	Dupage	
4440	in.weather_file_city	Durango La Plata Co	
4441	in.weather_file_city	Dutchess Co	
4442	in.weather_file_city	Dyersburg Muni	
4443	in.weather_file_city	Eagle Co Rgnl	
4444	in.weather_file_city	Eagle Creek Airpark	
4445	in.weather_file_city	Eagle River Union	
4446	in.weather_file_city	East Milton	
4447	in.weather_file_city	Eastern Slopes Rgnl	
4448	in.weather_file_city	Eastern Wv Rgnl She	
4449	in.weather_file_city	Easterwood Fld	
4450	in.weather_file_city	Edward F Knapp State	
4451	in.weather_file_city	El Paso Intl Arpt	
4452	in.weather_file_city	Elizabeth City Cgas	
4453	in.weather_file_city	Elkhart Morton Co	
4454	in.weather_file_city	Elkins Randolph Cou	
4455	in.weather_file_city	Elko Rgnl	
4456	in.weather_file_city	Ellsworth Afb	
4457	in.weather_file_city	Elmira Corning Rgnl	
4458	in.weather_file_city	Ely Arpt Yelland Fld	
4459	in.weather_file_city	Emporia Muni	
4460	in.weather_file_city	Ephrata Municipal	
4461	in.weather_file_city	Erie Intl Airport	
4462	in.weather_file_city	Ernest A Love Fld	
4463	in.weather_file_city	Esler Rgnl	
4464	in.weather_file_city	Essex Co	
4465	in.weather_file_city	Estherville Muni	
4466	in.weather_file_city	Eugene Mahlon Sweet	
4467	in.weather_file_city	Eureka Ramos	
4468	in.weather_file_city	Evansville Regional	
4469	in.weather_file_city	Executive	
4470	in.weather_file_city	Fairchild Afb	
4471	in.weather_file_city	Fairfield Co	
4472	in.weather_file_city	Fairfield Muni	
4473	in.weather_file_city	Fairmont Muni Awos	
4474	in.weather_file_city	Fallon Nas	
4475	in.weather_file_city	Falls City Brenner	
4476	in.weather_file_city	Fargo Hector Field	
4477	in.weather_file_city	Farmington Rgnl	
4478	in.weather_file_city	Farmville Rgnl	
4479	in.weather_file_city	Fayette Rgnl Air Ctr	
4480	in.weather_file_city	Fayetteville Rgnl G	
4481	in.weather_file_city	Findlay	
4482	in.weather_file_city	Flag Island	
4483	in.weather_file_city	Flint Bishop Intl	
4484	in.weather_file_city	Florence Rgnl	
4485	in.weather_file_city	Florida Keys Maratho	
4486	in.weather_file_city	Floyd Bennett Mem	
4487	in.weather_file_city	Flying Cloud	
4488	in.weather_file_city	Fond Du Lac Co	
4489	in.weather_file_city	Forbes Fld	
4490	in.weather_file_city	Ford	
4491	in.weather_file_city	Fort Benning	
4492	in.weather_file_city	Fort Campbell Aaf	
4493	in.weather_file_city	Fort Dodge Awos	
4494	in.weather_file_city	Fort Drum Wheeler S	
4495	in.weather_file_city	Fort Knox Godman	
4496	in.weather_file_city	Fort Madison Muni	
4497	in.weather_file_city	Fort Myers Page Fld	
4498	in.weather_file_city	Fort Polk Army	
4499	in.weather_file_city	Fort Sill	
4500	in.weather_file_city	Fort Smith Muni	
4501	in.weather_file_city	Fort Stockton Pecos	
4502	in.weather_file_city	Fort Wayne Baer Fld	
4503	in.weather_file_city	Fort Worth Alliance	
4504	in.weather_file_city	Four Corners Rgnl	
4505	in.weather_file_city	Franklin Muni Jb Ros	
4506	in.weather_file_city	Frederick Muni	
4507	in.weather_file_city	Fremont Muni	
4508	in.weather_file_city	Fresno Air Terminal	
4509	in.weather_file_city	Friday Harbor	
4510	in.weather_file_city	Frying Pan Shoals	
4511	in.weather_file_city	Ft Riley Marshall	
4512	in.weather_file_city	Fullerton Municipal	
4513	in.weather_file_city	Fulton Co Arpt Brow	
4514	in.weather_file_city	Gadsden Muni	
4515	in.weather_file_city	Gage Shattuck	
4516	in.weather_file_city	Gainesville Rgnl	
4517	in.weather_file_city	Gallatin Fld	
4518	in.weather_file_city	Gallup Muni	
4519	in.weather_file_city	Galveston	
4520	in.weather_file_city	Garden City Rgnl	
4521	in.weather_file_city	Garfield Co Rgnl	
4522	in.weather_file_city	Garrison	
4523	in.weather_file_city	Gastonia Muni	
4524	in.weather_file_city	Gaylord Rgnl	
4525	in.weather_file_city	Georgetown Muni	
4526	in.weather_file_city	Gillette Gillette C	
4527	in.weather_file_city	Glasgow Intl Arpt	
4528	in.weather_file_city	Glenwood Muni	
4529	in.weather_file_city	Gocebic Iron Co	
4530	in.weather_file_city	Goodland Renner Fie	
4531	in.weather_file_city	Grand Forks Afb	
4532	in.weather_file_city	Grand Forks Intl	
4533	in.weather_file_city	Grand Island County	
4534	in.weather_file_city	Grand Junction Walk	
4535	in.weather_file_city	Grand Marais Cook Co	
4536	in.weather_file_city	Grand Rapids Kent C	
4537	in.weather_file_city	Gratiot Community	
4538	in.weather_file_city	Great Bend Muni	
4539	in.weather_file_city	Great Falls Intl	
4540	in.weather_file_city	Greater Buffalo Int	
4541	in.weather_file_city	Greater Peoria Muni	
4542	in.weather_file_city	Greater Pittsburgh I	
4543	in.weather_file_city	Greater Rockford	
4544	in.weather_file_city	Greeley Weld Co	
4545	in.weather_file_city	Green Bay A Straub	
4546	in.weather_file_city	Greenbrier Valley	
4547	in.weather_file_city	Greensboro G High	
4548	in.weather_file_city	Greenville	
4549	in.weather_file_city	Greenville Greenvil	
4550	in.weather_file_city	Greenwood Co	
4551	in.weather_file_city	Greenwood Leflore	
4552	in.weather_file_city	Grider Fld	
4553	in.weather_file_city	Griffiss Airpark	
4554	in.weather_file_city	Grissom Arb	
4555	in.weather_file_city	Gulfport Biloxi Int	
4556	in.weather_file_city	Gunnison Co Awos	
4557	in.weather_file_city	Guthrie Muni	
4558	in.weather_file_city	Hagerstown Rgnl Ric	
4559	in.weather_file_city	Halifax Co	
4560	in.weather_file_city	Hallock Muni	
4561	in.weather_file_city	Hancock Co Bar Harbo	
4562	in.weather_file_city	Hanford	
4563	in.weather_file_city	Hanover Co Muni	
4564	in.weather_file_city	Harriman And West	
4565	in.weather_file_city	Harrisburg Capital	
4566	in.weather_file_city	Harrisburg Intl	
4567	in.weather_file_city	Harrison Marion Rgn	
4568	in.weather_file_city	Harry Clever Fld	
4569	in.weather_file_city	Harry P Williams Mem	
4570	in.weather_file_city	Hartford Bradley In	
4571	in.weather_file_city	Hartness State	
4572	in.weather_file_city	Hartnett County	
4573	in.weather_file_city	Hastings Muni	
4574	in.weather_file_city	Hattiesburg Laurel	
4575	in.weather_file_city	Havre Amos	
4576	in.weather_file_city	Hayden Yampa Awos	
4577	in.weather_file_city	Hays Rgnl	
4578	in.weather_file_city	Helena Regional	
4579	in.weather_file_city	Henderson City Co	
4580	in.weather_file_city	Hermiston Muni	
4581	in.weather_file_city	Hernando Co	
4582	in.weather_file_city	Hettinger Muni	
4583	in.weather_file_city	Hickory Rgnl	
4584	in.weather_file_city	Hill Afb	
4585	in.weather_file_city	Hill City Muni	
4586	in.weather_file_city	Hillsdale Municipal	
4587	in.weather_file_city	Hobart Muni	
4588	in.weather_file_city	Holloman Afb	
4589	in.weather_file_city	Hondo Muni	
4590	in.weather_file_city	Houghton County	
4591	in.weather_file_city	Houghton Lake Rosco	
4592	in.weather_file_city	Houston Dw Hooks	
4593	in.weather_file_city	Houston Ellington	
4594	in.weather_file_city	Houston Intercontin	
4595	in.weather_file_city	Hunter Aaf	
4596	in.weather_file_city	Huntingburg	
4597	in.weather_file_city	Huntington Tri Stat	
4598	in.weather_file_city	Huntsville	
4599	in.weather_file_city	Huntsville Madison	
4600	in.weather_file_city	Huron Co Mem	
4601	in.weather_file_city	Huron Huron Regiona	
4602	in.weather_file_city	Hutchinson Co	
4603	in.weather_file_city	Hutchinson Muni	
4604	in.weather_file_city	Hutchinson Muni Butl	
4605	in.weather_file_city	Idaho Falls Rgnl	
4606	in.weather_file_city	Imperial Co	
4607	in.weather_file_city	Indiana Co	
4608	in.weather_file_city	Indianapolis I Mun	
4609	in.weather_file_city	Ingalls Fld	
4610	in.weather_file_city	International Falls	
4611	in.weather_file_city	Iowa City Muni	
4612	in.weather_file_city	Iowa Co	
4613	in.weather_file_city	J F Kennedy Memorial	
4614	in.weather_file_city	J L Helms Sevier Co	
4615	in.weather_file_city	Jack Mc Namara Fld	
4616	in.weather_file_city	Jackson Allen C Th	
4617	in.weather_file_city	Jackson Carroll Arpt	
4618	in.weather_file_city	Jackson Co Reynolds	
4619	in.weather_file_city	Jackson Muni	
4620	in.weather_file_city	Jacksonville Awos	
4621	in.weather_file_city	Jacksonville Intnl	
4622	in.weather_file_city	Jacksonville Muni	
4623	in.weather_file_city	Jaffrey Arpt Silver	
4624	in.weather_file_city	Jamestown Rgnl	
4625	in.weather_file_city	Jefferson City Mem	
4626	in.weather_file_city	Jerome Co	
4627	in.weather_file_city	John H Batten	
4628	in.weather_file_city	John Murtha Johnsto	
4629	in.weather_file_city	Johnson Co	
4630	in.weather_file_city	Johnson Co Executive	
4631	in.weather_file_city	Johnson Co Industr	
4632	in.weather_file_city	Joliet Rgnl	
4633	in.weather_file_city	Jonesboro Muni	
4634	in.weather_file_city	Joplin Rgnl	
4635	in.weather_file_city	Jordan	
4636	in.weather_file_city	Joslin Fld Magic Va	
4637	in.weather_file_city	Kalamazoo Battle Cr	
4638	in.weather_file_city	Kalispell Glacier P	
4639	in.weather_file_city	Kansas City Intl	
4640	in.weather_file_city	Kearney Muni	
4641	in.weather_file_city	Kenosha Rgnl	
4642	in.weather_file_city	Keokuk Muni	
4643	in.weather_file_city	Kimble Co	
4644	in.weather_file_city	Kingman	
4645	in.weather_file_city	Kingsville Nas	
4646	in.weather_file_city	Kirksville Rgnl	
4647	in.weather_file_city	Kirsch Muni	
4648	in.weather_file_city	Kit Carson County	
4649	in.weather_file_city	Klamath Falls	
4650	in.weather_file_city	Knoxville	
4651	in.weather_file_city	Knoxville Municipal	
4652	in.weather_file_city	L M Clayton	
4653	in.weather_file_city	L O Simenstad Muni	
4654	in.weather_file_city	La Crosse Municipal	
4655	in.weather_file_city	La Grande Union Co	
4656	in.weather_file_city	La Junta Muni	
4657	in.weather_file_city	Lac Qui Parle Co	
4658	in.weather_file_city	Laconia Muni	
4659	in.weather_file_city	Lafayette Rgnl	
4660	in.weather_file_city	Lake Charles Muni	
4661	in.weather_file_city	Lake Co	
4662	in.weather_file_city	Lake Tahoe	
4663	in.weather_file_city	Lakefront	
4664	in.weather_file_city	Lakeland Noble F Le	
4665	in.weather_file_city	Lamar Muni	
4666	in.weather_file_city	Lamoni Muni Airport	
4667	in.weather_file_city	Lancaster	
4668	in.weather_file_city	Lancaster Fox Field	
4669	in.weather_file_city	Langlade Co	
4670	in.weather_file_city	Langley Afb Hampton	
4671	in.weather_file_city	Lansing Capital Cit	
4672	in.weather_file_city	Laramie Rgnl	
4673	in.weather_file_city	Laredo Intl Airport	
4674	in.weather_file_city	Las Vegas Municipal	
4675	in.weather_file_city	Laughlin Afb	
4676	in.weather_file_city	Laurence G Hanscom	
4677	in.weather_file_city	Lawrence Muni	
4678	in.weather_file_city	Lawrenceville Vincen	
4679	in.weather_file_city	Lawton Municipal	
4680	in.weather_file_city	Le Mars Muni	
4681	in.weather_file_city	Lebanon Muni	
4682	in.weather_file_city	Lee C Fine Mem	
4683	in.weather_file_city	Lee Gilmer Mem	
4684	in.weather_file_city	Leesburg Executive	
4685	in.weather_file_city	Leesburg Rgnl	
4686	in.weather_file_city	Lemhi Co	
4687	in.weather_file_city	Lemoore Nas	
4688	in.weather_file_city	Lenawee Co	
4689	in.weather_file_city	Lewis University	
4690	in.weather_file_city	Lewiston Nez Perce	
4691	in.weather_file_city	Lewistown Muni	
4692	in.weather_file_city	Lexington Blue Gras	
4693	in.weather_file_city	Liberal Muni	
4694	in.weather_file_city	Lidgerwood Ramos	
4695	in.weather_file_city	Lima Allen Co	
4696	in.weather_file_city	Limon Muni	
4697	in.weather_file_city	Lincoln Municipal	
4698	in.weather_file_city	Litchfield Muni	
4699	in.weather_file_city	Little Rock Adams F	
4700	in.weather_file_city	Little Rock Afb	
4701	in.weather_file_city	Livingston Co	
4702	in.weather_file_city	Logan Cache	
4703	in.weather_file_city	London Corbin Arpt	
4704	in.weather_file_city	Lonesome Pine	
4705	in.weather_file_city	Longview	
4706	in.weather_file_city	Longville Muni	
4707	in.weather_file_city	Lorain Co Rgnl	
4708	in.weather_file_city	Louisa Co Freeman Fl	
4709	in.weather_file_city	Louisville Standifo	
4710	in.weather_file_city	Lowell	
4711	in.weather_file_city	Lubbock Lubbock Int	
4712	in.weather_file_city	Luce Co	
4713	in.weather_file_city	Lynchburg Mun P G	
4714	in.weather_file_city	Mackinack Island	
4715	in.weather_file_city	Macon Lewis Bwilso	
4716	in.weather_file_city	Madera Muni	
4717	in.weather_file_city	Madison Dane County	
4718	in.weather_file_city	Malmstrom Afhp	
4719	in.weather_file_city	Manassas Rgnl Davis	
4720	in.weather_file_city	Manchester	
4721	in.weather_file_city	Manhattan Rgnl	
4722	in.weather_file_city	Manistee Co Blacker	
4723	in.weather_file_city	Manistique Amos	
4724	in.weather_file_city	Manitowoc Co	
4725	in.weather_file_city	Mankata Rgnl Arpt	
4726	in.weather_file_city	Mansfield Lahm Rgnl	
4727	in.weather_file_city	Marfa Municipal	
4728	in.weather_file_city	Marianna Muni	
4729	in.weather_file_city	Marietta Dobbins Af	
4730	in.weather_file_city	Marion Muni	
4731	in.weather_file_city	Marseilles Island	
4732	in.weather_file_city	Marshall Town Muni	
4733	in.weather_file_city	Marshfield Muni	
4734	in.weather_file_city	Marthas Vineyard	
4735	in.weather_file_city	Mason City Muni	
4736	in.weather_file_city	Mason Co	
4737	in.weather_file_city	Mason Jewett Fld	
4738	in.weather_file_city	Massena Intl Richar	
4739	in.weather_file_city	Matinicus Rock	
4740	in.weather_file_city	Maxton	
4741	in.weather_file_city	Maxwell Afb	
4742	in.weather_file_city	Mbs Intl	
4743	in.weather_file_city	Mc Alester Rgnl	
4744	in.weather_file_city	Mc Allen Miller Int	
4745	in.weather_file_city	Mc Call Muni	
4746	in.weather_file_city	Mc Comb Pike Co Joh	
4747	in.weather_file_city	Mc Connell Afb	
4748	in.weather_file_city	Mc Gregor Executive	
4749	in.weather_file_city	Mc Guire Afb	
4750	in.weather_file_city	Mc Kellar Sipes Rgn	
4751	in.weather_file_city	Mc Minnville Muni	
4752	in.weather_file_city	Mccook Rgnl	
4753	in.weather_file_city	Mecklenburg Brunswi	
4754	in.weather_file_city	Medford Jackson Cou	
4755	in.weather_file_city	Medicine Lodge Amos	
